customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5563,Male,1,No,Yes,33,No,No phone service,No,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),28.12941445906405,5354.926490265706,No
5564,Female,1,Yes,No,22,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,67.6282562605469,6540.701503242637,No
5565,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,One year,No,Mailed check,89.92769613570981,2698.0104629943444,No
5566,Female,0,No,No,42,Yes,No phone service,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),111.88908748694618,5881.234157832713,No
5567,Male,0,No,Yes,53,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.785415208233815,196.24107722349743,No
5568,Female,1,No,No,70,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),97.50706304737002,823.1359043368975,Yes
5569,Male,0,Yes,Yes,61,No,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,One year,No,Electronic check,118.9889186346436,1851.152767298232,Yes
5570,Male,1,No,No,30,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,70.70590803441931,724.9257557366001,No
5571,Male,1,No,Yes,69,No,No phone service,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),94.86749723220191,7704.67952392722,No
5572,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),118.59171137818038,1239.7140398777053,No
5573,Female,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,55.07513613483362,7463.924247023733,No
5574,Female,1,Yes,Yes,31,No,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),70.68617691819219,709.8698792326086,No
5575,Female,1,Yes,No,67,No,No phone service,DSL,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Electronic check,72.03680503476923,5315.3489697548075,No
5576,Female,1,No,Yes,18,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),106.22325607256779,2840.667896358585,No
5577,Male,1,Yes,No,24,No,No,DSL,Yes,No,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,103.17671175216798,4885.837853033,Yes
5578,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),84.14350519192637,6835.4176773057525,Yes
5579,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,18.512942570862215,7157.012886728157,No
5580,Female,1,No,No,67,No,No phone service,No,No internet service,No internet service,No,Yes,No,No,One year,Yes,Bank transfer (automatic),76.26364763074656,4298.10595755695,Yes
5581,Female,0,Yes,Yes,44,No,Yes,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),118.56810882579066,6766.7664077911,Yes
5582,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,116.78470748094489,2521.211909987503,No
5583,Female,1,Yes,No,44,No,No phone service,No,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.316942572393366,5520.710757554421,No
5584,Male,0,No,Yes,34,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,39.64849084142679,7217.520431280193,No
5585,Female,1,Yes,No,68,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,59.244216150354006,3961.9723339422285,Yes
5586,Male,0,Yes,Yes,55,No,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,68.95541346143648,5103.432435733749,No
5587,Female,1,No,Yes,52,No,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),60.271502211219314,4835.739550556495,Yes
5588,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),75.69937279187552,3670.5201190002113,Yes
5589,Female,0,No,No,4,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),94.68143956448202,5194.350562202956,No
5590,Female,0,No,No,41,No,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,90.655204406689,2583.4546164165013,No
5591,Female,0,Yes,No,3,No,No phone service,No,No,No,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),107.8649657409232,989.3358938890577,No
5592,Male,1,No,No,21,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),87.8705592899945,3321.526198620819,Yes
5593,Female,0,No,No,62,No,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,118.6557683694999,7792.502779293443,Yes
5594,Male,0,Yes,Yes,19,Yes,No phone service,DSL,Yes,No,No internet service,No,No,No,Two year,Yes,Mailed check,59.846361334816116,1607.8133259883193,No
5595,Female,1,Yes,Yes,14,Yes,Yes,No,No,No,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,77.73368606315357,3878.810610587173,No
5596,Male,0,No,Yes,30,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),65.44811991581693,5039.788081765756,No
5597,Male,1,No,Yes,67,No,Yes,No,No,No internet service,Yes,No,No internet service,No,One year,No,Electronic check,118.8948972496581,4154.3922841460135,No
5598,Female,0,Yes,No,42,No,Yes,DSL,No internet service,No,No,No,No,No internet service,One year,No,Credit card (automatic),66.72005959918505,4277.235085072467,No
5599,Male,0,Yes,Yes,56,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Electronic check,66.54899172145048,4513.135637076174,No
5600,Male,0,Yes,No,21,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.03939824790359,7595.161118795763,Yes
5601,Male,1,Yes,Yes,11,Yes,No,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,43.64504436211572,1945.0451061288395,No
5602,Male,0,No,No,10,Yes,Yes,No,Yes,Yes,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),23.70648877764905,2641.8038879119513,No
5603,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,70.81479824874889,6899.362277290144,No
5604,Female,0,Yes,Yes,43,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),79.1237497841621,3956.63849309997,No
5605,Female,0,No,Yes,25,Yes,No phone service,DSL,No,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,66.45248814814555,6781.984406175781,No
5606,Female,1,Yes,Yes,19,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,82.19719850898571,6760.740122318751,No
5607,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),39.74748591931269,584.6526182501913,No
5608,Female,1,Yes,Yes,8,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,49.5341043251295,4596.211980382106,No
5609,Female,0,Yes,No,45,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),52.664777795650586,1840.7268122851124,No
5610,Female,0,No,Yes,62,Yes,Yes,No,Yes,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),43.85898364943171,7678.24788531217,Yes
5611,Female,1,No,No,49,No,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),110.94580399164708,6409.990990750633,No
5612,Female,0,Yes,Yes,66,No,No phone service,No,Yes,No internet service,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),107.23881620052414,3113.8968806727944,No
5613,Male,1,No,Yes,33,No,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,No,Credit card (automatic),101.83112810582051,1054.2239675449873,No
5614,Female,1,No,No,6,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Credit card (automatic),25.019544872462998,7445.483919039807,No
5615,Female,1,No,Yes,23,No,Yes,DSL,No internet service,Yes,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),65.54923141504881,7359.321672469547,Yes
5616,Male,0,Yes,No,15,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,63.29095204284582,4014.0440303994824,No
5617,Male,0,No,No,25,No,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,Two year,No,Mailed check,66.92081969561403,6407.112827169176,No
5618,Male,0,Yes,No,36,Yes,No,No,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,90.96588474776524,1767.5174103053585,Yes
5619,Male,0,No,Yes,56,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),34.98685336870647,1257.537524895318,No
5620,Female,0,Yes,Yes,37,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),22.87414176130113,4294.8640334347665,No
5621,Female,0,Yes,No,33,Yes,Yes,No,No,No,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),28.855693224064424,6631.197463018687,No
5622,Female,0,Yes,Yes,30,No,No phone service,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,22.29043431493556,2867.750201728749,No
5623,Female,1,Yes,Yes,16,No,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,No,Mailed check,116.03485043880703,7852.8126612070555,No
5624,Female,1,Yes,No,43,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,76.48668138071781,2945.563202022881,No
5625,Female,0,Yes,Yes,5,No,No,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,94.06042024673458,887.330518078225,No
5626,Female,1,Yes,Yes,62,Yes,No,No,Yes,No,No internet service,Yes,No,No internet service,Two year,No,Electronic check,24.24299984510697,5091.563798904682,No
5627,Male,0,No,Yes,33,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,One year,No,Mailed check,113.0358312921695,40.59835911309359,No
5628,Female,0,No,Yes,72,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),39.46825065560046,2006.5953853706346,No
5629,Male,0,No,Yes,3,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,21.41057429445448,3333.7965673492017,Yes
5630,Male,1,No,No,8,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),61.193771030667655,6498.845261704281,No
5631,Female,0,No,No,18,No,No phone service,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Mailed check,117.74425612929706,960.9560748836471,No
5632,Male,1,Yes,Yes,45,No,No,DSL,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Mailed check,22.140832300006753,6678.255777867432,Yes
5633,Male,0,No,No,39,Yes,No,No,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,31.633134480021706,6356.784722624488,No
5634,Female,1,Yes,No,18,No,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,63.00725946126533,7789.363763829171,No
5635,Female,0,No,No,32,No,No,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,79.18165366968381,3338.997330448472,No
5636,Male,0,No,Yes,7,No,No,No,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.901855709498555,3822.525363000293,No
5637,Female,0,Yes,No,36,No,No phone service,No,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,110.91404931575345,3950.3643654637085,No
5638,Female,0,Yes,No,61,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,81.96085395544054,7368.622524084728,Yes
5639,Male,1,No,Yes,14,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.19689118587284,2649.469456554163,No
5640,Male,0,Yes,Yes,26,No,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,87.57926763101675,6449.153396816676,Yes
5641,Female,1,Yes,Yes,8,No,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),89.37614369417676,5780.127876011845,Yes
5642,Male,0,Yes,Yes,27,No,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,47.45419222456731,3415.2313852872135,Yes
5643,Male,1,Yes,Yes,45,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),114.09752053999871,5230.191306377,No
5644,Female,1,Yes,Yes,9,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,51.497788938682376,2696.3888996865576,No
5645,Male,0,Yes,Yes,54,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),75.191227023186,6069.019383415298,No
5646,Male,1,Yes,No,19,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.851943076233358,6538.899347222566,No
5647,Female,1,Yes,Yes,42,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No,Two year,No,Mailed check,45.28615815036379,3624.277014231466,Yes
5648,Male,0,Yes,Yes,29,Yes,No phone service,No,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),19.632177764932308,6867.544598275963,No
5649,Female,1,No,No,68,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),73.58808816158057,4402.073219713762,Yes
5650,Female,1,No,Yes,72,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,No,Two year,No,Bank transfer (automatic),67.96058413265864,2527.5082693620448,Yes
5651,Female,0,No,No,40,Yes,Yes,No,No internet service,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),111.65254886366891,4248.9904364234535,No
5652,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.38352387868899,350.45937438671666,No
5653,Female,1,Yes,No,55,No,No phone service,DSL,No,Yes,Yes,No internet service,No,No,One year,No,Credit card (automatic),25.268540086014912,2162.1822432827967,No
5654,Female,1,Yes,No,35,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),73.95609957729728,4964.520007805376,No
5655,Female,1,No,Yes,48,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),23.433992240632783,5945.792057784483,No
5656,Male,0,No,No,19,No,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),54.23881159394255,1192.3892662261026,No
5657,Female,0,No,Yes,59,Yes,No,No,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),76.85000893815938,4529.265102857722,No
5658,Female,1,Yes,No,35,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,112.28938154832603,564.3034370443019,No
5659,Female,1,No,Yes,2,Yes,No phone service,No,No internet service,No,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),102.45495176773134,1044.171083576477,No
5660,Female,1,Yes,No,30,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,No,Credit card (automatic),75.46004679948256,545.1877164857824,No
5661,Male,0,No,No,45,No,No,No,No internet service,No,No,Yes,Yes,No internet service,One year,No,Mailed check,88.7305579351341,1335.8733014397735,No
5662,Male,1,Yes,No,47,No,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),97.24046541731082,6343.147679100399,No
5663,Female,0,Yes,No,52,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),53.68356616798606,1867.1755091767927,No
5664,Female,0,Yes,Yes,49,No,No,No,No internet service,No,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),84.19159474266596,1755.1268222617987,No
5665,Male,1,No,No,54,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),62.55687194707304,3110.393474502234,No
5666,Male,0,No,Yes,50,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),117.27552240765571,4309.726860340516,Yes
5667,Female,0,Yes,Yes,14,No,No phone service,DSL,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,63.22073396601069,3886.0066811610827,Yes
5668,Female,0,No,Yes,55,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,31.904767769589306,3329.820372597119,No
5669,Male,0,Yes,Yes,61,No,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,28.560981117393755,39.45624937665524,Yes
5670,Male,1,Yes,Yes,65,No,No phone service,DSL,No internet service,No,No,Yes,Yes,No,Two year,Yes,Mailed check,119.40094940215447,5664.200052485665,No
5671,Male,0,No,No,45,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,88.10997093823596,7119.412892944777,Yes
5672,Female,1,Yes,Yes,54,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),92.14477795156633,7888.436203129091,No
5673,Female,1,No,No,38,No,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,53.21794452424665,6422.389405635994,No
5674,Female,1,Yes,No,9,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,36.80223182062616,1858.7394326967099,Yes
5675,Female,1,Yes,Yes,18,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,92.6962408338867,6606.02886775387,Yes
5676,Female,0,Yes,No,62,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.767809470854374,4709.105682160437,No
5677,Male,1,No,Yes,46,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,70.97426163913651,1589.210641354578,No
5678,Male,1,Yes,No,53,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No,One year,Yes,Mailed check,78.59567182682856,189.8129984751328,No
5679,Male,0,No,Yes,48,No,Yes,DSL,No,No,No,No internet service,Yes,No internet service,One year,No,Mailed check,114.3456886053128,3878.3220692465206,No
5680,Male,1,Yes,Yes,68,Yes,No phone service,No,No,No,Yes,Yes,No,No internet service,One year,No,Mailed check,99.84269001840538,526.7508359576124,Yes
5681,Male,1,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,77.07063183242704,1322.9722318630659,No
5682,Male,1,No,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,No,Electronic check,71.42117962351966,4773.206122472434,No
5683,Male,1,No,Yes,32,Yes,No,No,No internet service,Yes,No internet service,No,No,No,One year,No,Credit card (automatic),93.18722906506567,4059.999583161321,No
5684,Male,1,Yes,Yes,45,Yes,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,78.38049908864016,1528.5676408741815,No
5685,Male,0,Yes,No,37,No,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.81177130086222,1375.4466383171637,No
5686,Female,1,No,No,55,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),46.36764030536134,7391.2650808178505,No
5687,Male,1,Yes,Yes,68,No,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),32.482806634678404,6544.697523145168,No
5688,Male,1,No,Yes,52,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,40.36743057449242,3830.5805358062744,No
5689,Male,1,Yes,Yes,16,Yes,No phone service,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Mailed check,88.75250910717268,2635.817469326772,No
5690,Female,1,Yes,Yes,4,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,93.52974401917535,6515.720317267385,No
5691,Female,0,Yes,Yes,47,Yes,Yes,No,Yes,No internet service,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),24.58999974438278,1963.6737245945312,No
5692,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),65.47883116452418,6150.596179872881,No
5693,Male,0,Yes,Yes,71,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,56.9921431324512,882.9414009798853,No
5694,Female,0,Yes,Yes,18,No,No phone service,No,No,Yes,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),105.46231901995743,7357.020455201945,Yes
5695,Male,1,Yes,Yes,56,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),96.70051086082125,6300.099349788084,Yes
5696,Male,0,Yes,Yes,16,No,No,No,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,26.06596649351806,3337.737576740643,No
5697,Female,1,No,Yes,14,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,110.01922043242176,2587.9136095940435,No
5698,Female,0,Yes,No,34,No,No,DSL,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),88.93672390288832,5464.884445031902,No
5699,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),32.222852687889535,7782.983389769838,Yes
5700,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),89.06882295130262,5256.805596178438,Yes
5701,Female,1,Yes,No,3,Yes,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),113.82806440306805,1043.087341221462,No
5702,Male,1,No,No,15,No,No,DSL,No,No internet service,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),47.99184879963618,7242.453785683999,No
5703,Female,1,Yes,No,30,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,109.3696547255997,2753.355687681586,No
5704,Male,0,No,Yes,63,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Electronic check,85.90816132058654,595.9338934197626,Yes
5705,Male,1,Yes,Yes,20,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),31.651508769026496,6258.099621581508,No
5706,Male,0,Yes,Yes,3,No,No,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),62.14072172958694,3466.354653963645,Yes
5707,Female,1,Yes,Yes,6,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),106.01651802402293,5836.463200981317,No
5708,Female,1,No,No,22,No,No phone service,No,No,Yes,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),54.19621039391136,1569.0856148901112,Yes
5709,Male,0,Yes,No,3,No,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,One year,No,Electronic check,116.81161876861164,914.4131669158087,No
5710,Male,0,Yes,No,54,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),43.446870763613234,6924.37187802596,No
5711,Female,0,No,Yes,39,No,No phone service,DSL,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.053415034521834,7094.753093768658,No
5712,Female,1,Yes,Yes,50,No,No,No,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.708361850759488,6794.119141162119,Yes
5713,Female,0,Yes,No,14,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No internet service,One year,Yes,Electronic check,110.70636464493452,7697.288105930154,No
5714,Female,1,No,No,8,Yes,No phone service,No,No internet service,No internet service,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),43.15989952917181,86.52392301487399,No
5715,Female,0,Yes,No,60,No,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,94.05069842979653,1303.955656670533,Yes
5716,Male,1,No,Yes,25,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.00522332123392,609.7191930278748,No
5717,Female,1,Yes,Yes,7,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No,Two year,No,Electronic check,29.958317299829424,957.6987662655154,No
5718,Female,0,Yes,No,36,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),34.17085885496082,5852.010334941486,No
5719,Male,1,No,Yes,54,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),84.52121381230826,6343.0266652755545,No
5720,Male,1,No,Yes,13,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),48.176571264984865,6693.306627793504,Yes
5721,Male,0,Yes,Yes,4,No,No phone service,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.19888786889699,6999.352724896798,No
5722,Female,0,No,Yes,43,Yes,No,DSL,No internet service,No,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),75.26462479976861,6951.539026332757,Yes
5723,Female,0,Yes,No,69,No,No,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),111.02878196236514,4766.987515161076,Yes
5724,Male,0,Yes,No,65,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),115.0443598517447,963.1093891277785,No
5725,Male,1,No,No,37,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),103.62064417700218,5317.499877659853,Yes
5726,Female,0,Yes,Yes,5,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.57053460429208,6758.487039104239,No
5727,Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.51440882308836,3186.2478052248084,Yes
